Area_SqFt,Bedrooms,Bathrooms,Age_Years,Location_Rating,Garage_Cars,Price_USD
729,4,4,27,1,0,306575
4414,2,3,13,7,1,314355
1437,2,4,27,9,2,562628
3816,2,2,9,9,2,558882
3538,1,2,5,1,1,430682
2640,5,1,22,6,2,721051
627,2,1,31,3,0,193025
2713,5,1,3,4,0,654787
3834,1,1,30,8,1,559272
1852,5,1,21,4,2,153405
860,3,4,6,8,1,211257
2646,5,4,28,4,2,94699
2072,2,1,32,9,2,175799
2047,1,2,25,6,2,639919
1059,2,4,32,1,0,229366
4347,3,2,22,2,2,597208
900,2,2,24,7,0,393240
3566,2,3,30,7,2,271997
3974,2,3,32,3,1,646646
2934,4,1,31,1,0,298461
4066,3,2,23,8,0,275676
3681,2,4,33,7,0,200510
4378,2,3,25,8,1,175434
1229,2,3,24,1,0,655067
869,1,2,31,3,1,481845
3239,4,3,13,2,2,515658
2593,1,3,10,1,2,457301
2228,4,4,23,5,1,667214
2401,2,2,18,3,0,477729
3491,3,3,32,8,0,670518
1461,5,2,33,6,1,385749
4032,5,3,28,9,2,560602
1880,2,4,16,9,1,168987
2780,1,2,16,6,0,664708
3947,3,3,18,2,0,373322
2399,4,4,8,9,0,131092
2306,2,3,16,2,0,539243
3619,3,2,11,3,2,98009
3160,3,3,6,6,2,436354
2960,4,2,1,2,2,648264
1175,3,2,12,5,0,304290
3533,1,3,28,2,0,747585
2603,1,4,17,4,0,491653
1907,1,1,1,3,1,130935
3792,3,4,32,5,0,729008
3778,1,4,8,6,2,108373
2556,4,3,24,7,2,506030
3334,3,4,10,8,2,256209
2620,5,4,10,9,1,540556
3875,3,1,25,4,2,219219
2812,4,4,10,4,1,79295
2952,5,1,19,7,1,273765
4168,3,3,15,9,1,139942
2255,1,1,16,2,0,560704
2179,2,2,2,6,0,348558
2447,2,2,29,8,2,566212
2803,1,1,4,5,2,89483
1990,2,2,29,5,1,566399
2342,2,3,31,8,0,498018
2525,1,2,17,1,2,741811
1219,1,1,10,6,2,363053
1874,3,3,27,9,0,374533
1556,3,2,15,6,1,279280
2539,1,3,31,7,2,559876
2981,4,1,21,4,2,400311
4313,2,2,26,1,0,125509
1568,3,3,17,9,0,553417
3158,2,3,3,6,1,712392
1916,5,2,14,3,1,354435
1643,1,3,13,4,2,212889
881,4,3,27,6,1,399112
3444,5,1,1,6,2,668775
3672,5,1,17,9,2,321021
2766,5,1,34,4,0,193631
1658,1,1,14,5,2,484371
797,3,1,17,5,0,298906
3132,1,1,3,3,2,116898
4428,3,2,34,2,2,663011
1682,5,1,25,8,2,375320
3484,5,3,2,9,1,423582
1784,4,2,34,9,1,642687
1608,3,3,26,5,0,733366
3338,5,1,31,9,2,535127
1829,2,1,9,4,0,636722
1635,4,3,30,2,0,548910
1089,1,3,20,3,2,439442
875,4,3,21,1,1,173214
3340,2,4,29,5,1,386735
2889,3,4,25,1,0,718429
1839,1,4,25,1,1,66486
1874,1,4,9,7,2,256461
4482,3,2,26,2,2,88800
725,4,1,16,8,1,708610
816,5,3,12,6,1,334013
3977,4,1,24,4,0,620742
4468,2,3,26,9,1,545232
1808,5,1,20,8,0,447737
3710,4,2,9,3,2,392917
1846,3,4,23,3,2,378957
3855,2,1,29,4,2,126326
3142,2,3,31,9,1,631883
3074,2,1,19,9,1,565706
3849,5,2,20,5,1,505402
1518,1,2,23,9,0,531819
4099,5,1,27,6,0,318184
1917,4,4,30,8,0,731969
2798,1,3,21,8,2,180036
3031,4,2,7,7,0,574370
2261,1,2,22,4,1,538315
4484,5,1,10,4,1,134539
907,2,2,23,6,2,611356
1959,3,2,15,9,1,106996
2569,2,3,30,7,1,149440
3393,5,4,34,5,1,227906
1491,1,3,13,5,0,736106
974,2,4,4,8,0,343551
3679,5,3,18,6,1,539445
2633,4,1,23,1,1,420694
1964,3,2,33,1,1,409801
728,2,4,34,9,1,569522
1614,1,1,34,8,0,86403
2399,4,2,17,6,2,333781
3316,5,2,28,1,1,723972
4023,3,2,14,2,0,221482
1981,1,3,34,3,1,120108
1116,5,1,11,3,2,290747
2118,5,1,13,2,0,460944
685,2,2,33,2,0,260846
1798,2,4,2,6,2,283372
4473,1,1,34,7,2,340608
3864,5,3,29,4,0,590207
2958,2,4,4,1,2,242959
1742,3,4,12,6,1,148003
3889,3,4,26,7,2,411416
3074,5,4,28,4,2,527773
2593,2,1,3,6,0,456274
4085,1,2,20,9,2,687926
2761,1,4,10,4,0,447804
3816,1,3,18,4,1,294316
4209,3,3,27,5,2,661845
4319,2,2,31,3,2,699378
902,2,1,27,2,0,734719
3391,3,2,1,9,0,151714
1187,1,4,6,1,2,597202
1586,1,1,11,5,0,722896
2463,5,1,34,5,2,705736
944,4,4,20,8,1,93748
1413,2,3,21,6,2,136022
2587,2,4,21,6,1,455600
3448,2,2,18,6,1,429438
3672,4,4,21,4,0,136323
3818,5,3,19,1,0,487350
1910,4,4,4,3,0,685530
2599,1,2,13,6,0,536398
2277,1,2,18,5,2,120120
3724,2,3,29,1,1,120592
1927,3,2,25,5,2,594173
1692,2,2,13,2,1,471916
3008,3,4,27,1,1,468234
4273,4,1,19,4,1,189006
3891,1,2,1,6,2,155964
1609,3,2,19,7,0,222394
1303,4,3,1,9,2,110073
1174,1,3,17,5,1,394794
2208,3,4,21,8,2,152290
3832,2,4,22,8,1,557049
4352,2,2,15,9,0,522561
1712,2,1,32,3,0,499520
1287,4,1,4,3,2,744609
3428,2,4,32,9,0,312028
3232,5,3,4,7,1,186379
4428,1,2,1,4,1,569364
3236,4,2,33,1,0,294733
3830,2,1,7,7,0,474339
1088,1,4,9,6,0,355239
3618,3,1,1,3,2,152971
1947,2,1,16,5,2,561843
4281,1,4,18,3,1,674751
4052,5,3,6,8,2,573036
3773,3,2,2,5,2,309668
1093,5,3,9,6,1,65291
2267,1,4,4,2,1,494409
2237,5,4,23,8,0,698132
618,1,2,8,9,0,589164
4125,1,3,25,3,2,303082
4153,5,2,16,6,1,527876
4265,1,1,17,6,2,117147
3044,2,1,18,2,2,192895
1600,1,1,27,8,1,686665
3950,4,3,15,5,1,503598
1450,1,1,17,8,1,463603
1988,4,2,5,8,1,686987
1954,1,3,16,3,2,295427
4312,1,2,15,5,2,603268
1967,5,4,34,7,2,477440
1421,2,3,19,5,1,329265
1054,2,2,8,6,0,264562
2224,3,2,10,2,2,312703
3372,5,3,5,8,0,143176
4326,5,4,26,5,0,635097
3736,2,3,22,6,0,708320
3747,5,1,23,1,1,399765
1310,2,1,13,2,1,176440
2790,5,4,9,4,2,345241
1516,1,2,20,9,2,62978
3475,2,2,28,6,1,195404
3252,2,2,24,8,1,407717
2096,4,3,33,2,0,292389
2040,5,3,20,5,1,314652
904,5,4,30,1,1,449694
1335,2,1,9,4,1,378948
4168,1,2,17,1,1,532760
2938,1,1,14,9,0,638306
2563,1,3,19,2,2,187198
2749,5,3,7,7,0,325974
2609,4,3,3,3,1,390638
3938,2,1,33,2,1,447344
3514,3,4,32,4,2,221749
3615,4,4,11,7,2,89101
4293,3,3,2,7,2,560234
3621,4,2,26,9,0,300575
3489,1,1,4,3,2,442299
1561,5,3,17,7,1,591341
3589,3,1,17,6,1,196742
4448,4,1,28,7,1,696854
1626,5,4,30,7,0,697939
2732,3,3,23,5,2,201353
4465,2,4,24,9,2,274730
2975,4,3,29,7,2,113341
3463,2,1,4,7,2,128069
2073,1,4,29,3,1,518291
3101,2,1,19,1,0,513324
2547,2,3,27,5,2,387467
3276,4,2,29,8,1,406482
3892,1,4,6,5,1,470264
1777,2,4,23,3,0,511291
1264,5,1,8,9,2,162591
611,3,1,2,2,0,303432
1756,2,2,13,3,2,75171
903,1,4,21,4,0,364348
3964,2,3,31,1,2,458382
3622,3,3,27,4,2,529118
3971,1,4,23,4,0,449683
2363,4,4,21,9,2,680909
3430,1,4,13,8,0,629366
642,4,2,26,2,0,736284
1543,1,3,7,7,2,105832
2990,3,3,22,6,2,692828
1949,3,1,23,7,0,650531
4485,1,1,30,4,1,560144
3145,2,4,18,5,0,305701
3011,3,1,18,6,1,617103
1490,4,2,10,9,1,601777
3074,4,3,30,2,0,440012
1604,5,3,26,9,0,379845
620,4,1,7,1,0,298047
1006,5,4,7,4,1,202524
3266,1,1,5,5,0,289355
1614,1,4,1,9,0,159332
935,1,2,18,6,2,481149
2438,2,3,13,4,2,487797
3788,2,2,25,2,2,491497
1747,5,3,8,5,0,736547
3046,4,2,10,8,0,477918
3440,4,1,32,8,0,328422
2427,1,2,17,6,1,235638
1314,3,2,15,1,1,119722
650,2,1,15,8,2,340180
4454,2,3,20,4,1,173031
923,1,3,15,2,1,739943
1388,2,1,6,1,1,200548
740,1,2,30,7,2,655142
1069,5,2,8,2,2,154805
1386,4,2,31,4,1,491843
2425,3,4,32,4,0,215826
1957,4,3,15,1,2,558113
2516,4,2,18,2,1,252233
1563,5,3,13,1,0,358166
3655,2,2,24,6,0,588741
972,3,1,14,3,2,641548
4235,2,1,28,1,0,279973
3141,4,3,11,8,2,151862
4210,1,3,6,4,1,231777
2292,4,1,25,7,2,638317
3398,2,4,1,2,0,457393
1779,4,1,25,6,2,617240
2938,1,2,2,6,2,578431
2271,5,4,32,7,1,292509
3815,2,1,13,1,0,705113
705,4,4,33,1,2,270381
2043,2,4,32,2,1,449149
3317,5,4,24,2,1,714247
2281,4,3,27,5,1,81796
601,4,1,4,1,1,241420
3236,2,3,24,2,1,399557
3291,2,3,23,6,2,573151
2737,1,2,29,3,2,244405
4016,5,2,34,4,0,339866
949,1,4,21,1,2,172761
4130,4,4,30,5,0,663386
1886,2,2,26,4,0,308380
4022,4,2,20,8,0,609546
3779,4,1,16,3,2,333850
4257,3,4,3,1,1,594640
1662,3,4,25,5,0,94497
3556,4,2,23,1,1,397289
2806,2,1,1,5,0,611516
4254,4,2,33,9,2,579896
3606,3,2,15,5,0,68882
2959,2,3,17,2,2,314962
3912,4,4,34,2,1,207340
1044,5,1,17,9,2,392990
2945,5,3,4,5,1,303180
1551,4,4,13,8,2,346607
635,2,2,4,4,0,136789
1707,4,1,7,2,0,145940
2075,4,4,9,4,2,267546
2398,3,2,23,4,1,748422
2445,5,3,33,9,1,150690
2008,3,1,33,6,1,558364
1795,3,4,20,6,2,61585
1999,4,3,4,5,2,374676
2308,3,2,1,6,2,463757
1985,5,2,34,1,2,327571
3206,3,4,27,5,1,665444
3538,5,2,21,6,1,305954
2788,3,1,24,8,2,593321
3534,5,4,15,4,2,746430
3789,3,3,25,5,1,696746
1900,3,4,9,4,1,72199
3373,2,4,17,7,0,738087
1843,5,3,21,6,2,587219
3697,5,2,13,4,0,140379
1120,5,3,3,6,1,247265
2406,1,1,4,4,1,511005
609,3,2,4,8,2,314031
1583,5,4,28,3,0,539976
3025,1,2,7,8,1,218393
2256,2,2,26,2,0,67636
2260,5,1,11,6,0,180249
3329,5,2,24,8,0,337133
3231,1,2,10,1,0,111086
2799,3,2,13,6,0,565174
1319,2,4,19,9,2,553691
1672,5,2,19,2,2,358206
3825,3,3,12,1,0,515341
1458,2,2,22,2,2,614686
1916,4,1,30,5,1,130774
2203,4,2,12,6,0,370347
649,2,2,29,1,2,367820
3311,1,4,21,7,2,610518
3178,2,3,11,4,1,390608
4283,2,2,18,9,1,575329
3731,1,3,27,6,1,153715
3838,1,1,12,9,1,475350
3873,3,4,23,1,0,291048
3504,3,3,34,4,2,149364
745,1,4,23,2,2,719710
1514,4,2,25,6,1,219772
4347,4,1,4,4,2,132146
3640,2,4,30,9,2,167554
2062,5,2,30,3,2,347321
2889,2,3,13,1,1,492867
1180,2,1,14,1,2,267778
3334,5,1,8,9,2,114339
2184,1,3,24,9,2,232142
1082,4,3,18,5,0,251775
3779,2,1,25,2,0,423182
1849,5,4,17,9,2,740766
1272,3,1,32,8,2,585354
1230,2,3,24,6,2,261578
3308,4,4,7,7,2,375084
1261,1,2,13,6,2,321803
4103,2,1,27,5,2,634757
3452,2,3,5,4,0,738710
4326,5,2,26,7,1,285843
3066,3,1,31,4,2,457330
1587,3,1,10,9,2,184648
4126,1,4,26,5,2,295514
3831,4,3,22,8,1,649421
2146,1,2,12,6,2,81245
1249,2,1,32,4,2,571163
1568,2,4,27,3,1,168574
3237,3,2,33,6,2,103266
1700,4,2,20,1,1,153254
3156,5,1,13,2,1,623506
1040,4,2,14,7,2,478359
3925,2,1,22,4,0,262772
1520,5,4,18,5,0,551392
1369,4,4,29,1,2,592075
1943,4,2,16,2,1,534676
2426,5,1,34,4,1,629574
862,2,3,3,8,1,322225
4268,4,4,4,4,2,587293
4329,5,1,5,3,0,133944
2177,2,1,10,3,1,191406
4045,5,1,29,5,1,183438
3284,5,2,32,3,2,136639
3838,4,3,31,8,0,118217
4424,2,2,2,5,0,691536
3106,4,4,12,7,2,694545
1598,1,2,27,8,0,609457
3951,1,1,5,5,2,287102
1299,2,2,27,8,1,169247
2949,5,1,23,3,2,214524
4202,4,3,33,7,1,260505
2203,4,2,4,8,2,641541
1841,2,2,21,7,1,523400
1725,2,2,24,2,1,659498
3201,1,1,31,8,2,152246
2935,3,1,24,6,1,735330
1790,2,2,10,3,0,457010
3268,3,2,2,4,2,613472
1605,2,3,31,7,0,282167
635,5,3,25,3,1,433322
1343,5,4,4,1,1,622653
2364,1,3,11,6,1,615505
952,1,3,17,3,2,589339
4347,3,3,2,6,1,142662
2522,2,1,6,3,0,728235
672,4,3,9,6,0,473208
3295,1,3,5,4,2,702247
1976,4,2,20,4,0,242734
2514,4,1,29,2,2,317962
1693,2,4,21,4,2,428733
3072,3,4,9,4,1,307135
3646,2,3,28,7,0,118475
1307,1,4,8,5,0,353218
2404,4,4,31,8,0,652340
3208,2,4,20,7,1,606910
3475,2,3,27,9,2,302531
4313,2,4,8,8,0,697995
1555,1,3,21,9,0,258087
3164,3,2,28,1,0,152543
3075,2,2,23,3,0,625270
4210,1,4,6,5,1,250141
759,4,2,3,9,2,702281
2796,5,3,5,8,0,504089
3423,1,2,9,7,0,212908
3901,5,4,7,2,2,578246
2335,2,3,4,6,1,652371
2185,2,1,5,4,1,163227
666,1,3,11,5,1,389916
3661,5,2,15,5,1,474046
4483,2,1,34,4,0,205511
3028,4,3,13,4,2,195787
657,3,1,7,4,2,741467
3930,3,1,6,2,2,103394
941,2,1,30,1,1,360809
1753,5,3,22,2,1,308662
3374,2,2,25,7,2,581424
1795,5,3,28,1,0,223497
3417,4,2,20,6,1,513090
3261,5,3,3,4,0,494648
1832,2,3,5,2,2,715041
4474,4,3,1,3,1,530650
3001,1,2,15,7,0,568419
2094,3,3,26,6,1,558875
2421,2,1,3,6,2,274367
715,2,3,34,8,2,410748
3935,2,1,5,8,2,456885
1261,4,4,31,6,0,139918
4483,1,4,13,1,1,588926
2065,5,2,1,7,1,259474
4219,1,2,22,8,1,117000
3100,4,4,15,5,2,69251
2468,2,3,26,4,0,462164
4148,3,3,18,7,2,374791
2934,2,3,9,6,2,518939
3974,5,4,1,6,0,551022
1616,3,1,9,3,2,299949
910,2,2,23,4,2,286519
807,3,1,2,5,1,379389
3265,1,4,14,9,0,472314
3093,4,1,18,8,0,460624
3317,2,3,16,3,1,535431
1232,5,3,29,6,0,391213
2702,1,1,11,1,1,653964
3559,2,4,6,3,2,424490
3683,1,1,3,7,0,414298
1256,5,3,14,7,0,636491
2023,2,3,2,2,2,638905
2531,5,4,32,3,2,418455
4319,3,1,31,7,0,664500
3627,5,3,11,6,0,315752
3162,3,3,22,7,0,262478
2279,2,1,3,9,1,239307
4213,3,1,31,8,0,521013
836,2,2,33,6,0,77804
3950,2,4,24,4,2,148613
947,4,4,1,9,2,369420
3274,2,1,15,7,1,84680
3775,3,4,27,5,2,383111
1229,4,3,27,2,0,76862
2140,4,1,12,9,0,671726
2603,2,1,3,7,1,295953
1871,5,1,30,9,2,230625
963,5,2,32,9,2,259646
2968,4,4,23,5,2,120313
4304,2,2,2,7,1,224033
885,5,3,7,5,2,741425
748,2,4,34,3,2,747444
1707,2,2,32,8,2,436890
3053,4,1,32,8,0,373182
3625,4,2,14,9,1,310982
1055,1,1,3,6,0,652404
2366,5,2,32,2,1,152080
1399,5,2,17,3,2,564399
1784,5,2,3,6,0,646566
1612,3,1,10,1,2,694837
3431,2,2,18,2,2,171937
3107,4,4,3,8,1,726637
4221,5,4,10,8,2,296999
2123,1,4,9,6,0,650699
3385,5,1,11,3,1,268262
3156,2,1,33,2,1,251141
4325,2,4,26,6,0,651020
4475,4,4,27,1,2,242933
1080,3,4,22,6,2,570635
2286,4,3,26,9,2,502703
2761,5,4,22,7,2,494400
3396,1,2,5,9,2,664194
2201,4,3,2,2,1,88517
3008,3,3,9,5,1,416539
940,4,1,18,9,0,257855
3417,2,2,12,7,2,591399
2610,5,1,3,9,2,684478
3408,5,1,18,6,2,191382
3616,5,2,7,7,0,733348
3096,5,1,33,5,2,213115
2466,5,2,6,6,1,412624
1434,5,2,18,1,2,161850
1803,1,1,22,1,0,453018
2325,3,4,9,2,1,149937
4078,5,1,23,4,1,732741
2289,3,3,12,9,1,737429
3867,5,1,24,7,2,568867
4137,4,2,9,6,0,234036
910,5,3,13,1,0,693129
861,2,2,17,5,2,328054
2042,1,4,7,4,0,131020
1005,4,4,17,5,1,499381
2790,4,3,24,9,1,257184
941,2,4,2,3,0,308920
1939,5,4,28,4,0,436437
3772,1,1,19,8,2,501819
843,4,1,33,3,2,715353
1089,1,4,21,3,2,355140
611,4,4,10,9,2,413034
3910,5,1,9,5,2,680053
1160,4,4,6,1,2,322069
641,4,4,18,7,1,268630
3325,3,2,19,7,0,531412
1193,5,4,5,6,2,609332
2052,2,3,25,6,1,537603
2426,2,2,11,3,0,748659
3829,5,3,10,3,0,267835
3887,2,4,17,9,0,253719
2293,5,1,26,1,2,264636
4133,2,2,31,7,2,404625
733,3,1,32,7,2,355001
3738,2,2,21,8,0,98503
3678,4,1,18,6,0,256289
1547,5,2,18,8,1,741342
4197,1,2,1,1,1,318416
672,1,3,14,1,1,520044
998,5,1,8,9,1,375406
2028,3,3,2,4,0,620837
4346,2,3,15,3,2,703043
3225,3,1,34,6,2,357303
3506,1,2,1,9,2,643577
729,5,3,21,4,2,138740
3578,5,1,1,9,1,324396
4137,3,2,32,5,0,725226
3877,3,3,20,7,2,229069
2411,2,3,30,3,0,187661
2601,4,3,7,3,1,709933
4439,4,2,22,3,1,67553
865,2,3,10,8,2,748191
2160,4,2,8,6,2,127323
2585,1,4,27,9,1,441888
1392,4,3,10,9,1,104810
2900,2,4,14,8,0,428517
3469,4,1,11,1,1,118719
1912,5,3,6,6,0,522667
763,3,1,21,4,1,500639
694,1,1,33,4,0,302020
2405,5,1,19,3,1,453308
3480,5,4,24,9,1,717037
1733,2,2,18,2,0,87057
2983,3,4,19,1,0,253637
1421,3,4,24,3,2,700377
837,1,1,34,4,2,569510
3028,2,3,22,4,1,120753
4107,1,2,4,6,1,382419
3546,4,1,10,1,0,238953
3130,5,2,2,1,1,556107
2560,1,4,8,2,2,243937
3549,5,2,33,4,0,177819
1648,2,2,28,7,1,288140
2276,4,3,10,6,0,241756
3788,2,1,1,9,2,508903
3129,4,2,34,7,2,659993
4063,4,2,3,5,2,640726
3564,5,4,9,6,1,641602
3641,2,4,5,9,1,565302
1563,2,2,10,1,1,503719
1136,1,1,12,9,1,352884
3750,2,2,18,6,1,499392
2203,1,2,21,4,1,460267
3844,3,3,21,5,2,116010
2579,3,1,1,1,2,710159
3683,3,3,3,7,1,168159
4471,2,1,5,8,2,203905
727,2,1,25,5,0,388278
4279,1,1,8,2,1,270975
691,4,3,17,8,0,733788
4324,1,3,9,7,1,146491
1142,3,3,32,9,1,493987
1445,1,4,6,4,2,705944
4203,4,3,21,9,0,316971
2281,2,4,7,4,2,531959
3636,1,4,7,3,1,445411
2451,3,4,27,3,0,579965
3094,3,2,8,2,1,315813
989,2,2,9,3,2,694416
3319,1,2,28,8,1,365607
2484,4,4,15,8,1,393393
642,2,4,2,2,2,100079
853,1,1,7,2,1,211476
3801,5,4,18,2,0,709093
1683,3,2,22,7,2,195026
3310,4,4,10,6,1,523064
3114,4,4,33,1,2,680699
2934,4,1,7,2,1,602728
3658,3,4,3,1,2,118407
2140,1,3,14,7,2,272436
4138,2,1,13,6,0,353042
2553,1,4,16,2,2,296478
3425,2,4,16,2,0,443476
2992,4,1,5,2,2,105428
1241,1,4,25,8,2,548393
3029,4,2,26,7,1,737529
4450,5,3,13,1,1,568418
1289,4,3,26,4,1,629707
1876,4,2,1,4,2,504281
2550,2,4,8,7,2,401507
1679,5,4,4,2,0,396645
2086,4,3,21,4,0,158632
1056,4,4,22,1,0,223713
1582,5,3,3,4,1,577057
2730,5,3,19,1,1,213969
1722,1,2,1,2,0,236724
748,2,3,29,2,2,721333
1952,5,4,23,3,1,388817
1779,5,4,33,8,1,507525
789,3,1,23,6,0,569472
4165,5,4,5,6,1,162776
1482,2,1,7,9,0,641006
2910,4,3,6,8,1,161578
3751,4,4,22,2,2,128809
999,4,2,13,6,2,344771
3411,4,2,12,1,1,636909
1208,3,2,4,9,0,419873
3931,5,3,8,4,1,246156
2395,4,3,31,4,0,599439
2238,1,1,26,9,1,659979
2175,4,2,8,3,2,479957
3432,5,1,33,5,2,654460
2748,4,1,29,1,1,294722
1982,3,4,5,6,1,681473
2003,2,4,28,3,1,693530
1419,2,2,17,1,2,555728
3892,5,3,23,6,2,621524
1419,2,4,9,2,0,323186
1019,2,3,2,8,1,244990
723,1,1,32,2,1,211562
1021,5,1,31,4,2,509688
3902,5,1,7,3,1,475092
4361,2,1,30,9,0,175148
3734,2,2,3,2,1,382794
2108,2,1,9,3,2,193374
4299,3,4,10,7,1,102311
4374,4,1,26,4,2,706122
2197,3,3,1,6,0,77171
1367,5,4,30,3,0,568112
2644,1,3,15,1,1,363370
3130,4,3,25,6,1,666761
3166,1,2,6,4,2,648511
2802,5,2,18,2,0,297401
2739,5,3,1,7,0,270425
3629,1,3,3,5,0,135315
2149,1,1,17,6,0,523268
3102,1,4,8,6,1,689043
2364,5,1,17,9,1,385768
2644,2,2,25,2,2,417794
3245,1,2,12,6,0,462526
4316,4,1,29,9,1,94281
1109,5,4,25,4,1,381414
1806,3,3,25,6,0,411489
985,3,1,29,7,1,237176
2197,4,2,11,1,2,81735
4402,2,4,4,5,2,525501
3052,1,2,14,4,0,677461
2893,5,4,17,2,2,722365
1341,1,4,2,2,1,352042
4262,5,4,8,2,2,438803
3308,3,1,10,7,1,687030
3297,1,1,7,4,0,171184
4142,4,1,16,6,0,474924
4497,2,4,14,7,1,305735
2511,4,4,16,9,1,729772
2046,2,2,25,2,2,508037
1500,1,3,4,9,1,704137
2712,1,1,29,5,0,153638
3684,2,4,6,6,1,315170
2860,3,2,1,6,2,746669
2609,5,2,1,3,2,536991
841,4,2,3,7,1,569903
3140,4,1,1,7,2,717795
3884,4,1,1,8,2,169470
4364,1,3,21,5,0,541916
2985,4,2,30,2,1,320236
2620,5,1,32,3,0,292474
772,5,2,33,9,0,194458
1271,2,4,22,6,2,262048
763,1,2,30,8,0,105503
1064,5,3,4,8,1,692600
3642,3,1,23,5,1,700753
1096,1,4,25,1,1,657227
1299,1,1,12,6,0,541994
3042,5,4,17,7,1,234536
1302,3,2,15,9,1,390619
2540,2,2,10,2,0,142758
2955,5,3,29,2,0,218349
2391,3,3,12,1,0,114012
782,1,4,1,5,0,718498
1228,3,3,1,2,2,502543
4465,1,3,10,3,0,539741
3157,5,3,18,2,0,317638
2331,5,3,2,4,1,587040
1145,4,2,8,3,1,610053
2187,4,3,22,9,0,171193
1223,4,2,22,2,0,60837
4435,5,2,26,7,0,678298
1193,2,1,26,3,1,712265
1343,5,2,9,8,1,530795
3898,3,2,21,4,0,303762
2368,5,3,31,4,1,641285
4404,5,2,6,9,1,497986
2059,1,4,14,3,0,303977
2548,1,3,33,7,1,687798
4093,1,3,7,1,0,259261
3201,5,3,24,7,2,706195
2668,2,1,9,2,2,120594
3201,3,3,11,6,2,145269
3044,3,2,23,9,1,97448
3272,2,4,2,6,2,275378
704,2,3,15,3,1,502741
2839,3,3,28,1,0,662628
616,4,4,4,4,2,403890
3791,1,3,10,4,1,264241
992,1,1,6,8,2,199384
1024,3,2,30,7,1,491516
2776,2,4,10,7,1,377138
3801,4,4,32,7,0,670053
1171,3,1,3,2,1,431257
4231,1,2,26,9,1,604810
2676,5,1,15,6,2,65623
1720,2,2,17,2,0,333604
3681,5,1,27,1,1,70234
841,3,3,18,1,2,254650
4497,1,1,19,1,0,280708
2879,4,4,12,4,1,220492
1388,5,4,24,4,2,226885
3955,4,4,5,9,0,699780
1314,1,1,24,1,0,98353
1358,5,4,27,3,0,619273
3449,4,4,30,3,0,364399
1375,4,3,15,8,1,121590
3373,5,3,34,2,1,498702
2847,1,2,27,6,0,181282
3592,4,2,20,4,0,370027
678,3,2,32,6,1,635854
3603,5,1,4,5,2,584938
1455,2,2,5,9,0,232009
3844,2,1,8,9,1,81299
3114,1,1,22,1,1,86862
3228,3,2,7,3,2,549905
2039,4,2,22,1,1,338456
3587,2,1,30,6,0,333087
3096,1,3,16,3,1,390878
2734,3,4,15,1,0,527484
2748,3,4,5,6,1,709848
1631,1,4,3,5,0,112879
1444,1,3,23,8,0,703940
3871,4,1,10,2,1,535786
4176,1,2,5,8,0,456222
686,4,1,23,5,1,516444
2690,4,1,15,8,1,505272
4056,5,2,18,4,1,330649
4292,3,3,25,4,0,342642
4106,3,4,8,4,1,691967
1007,3,4,31,6,2,564625
4154,5,1,21,4,0,731865
3311,4,3,2,9,2,253590
3688,4,4,22,9,2,522434
2268,1,3,8,3,2,466676
747,5,2,23,7,2,375417
2924,1,1,32,5,1,401239
831,5,1,8,9,2,612832
4497,1,3,4,2,0,591152
2550,2,4,30,3,2,411458
965,3,3,19,5,2,401914
3899,3,2,23,5,2,612881
2274,4,4,18,7,1,628803
1035,2,4,29,8,2,569022
998,3,3,23,8,2,596701
1834,4,2,33,1,2,369796
2014,2,4,18,1,0,89764
3146,3,1,33,3,1,123784
3187,1,2,7,1,1,264276
1162,5,4,28,1,1,136844
4162,2,3,1,8,0,711898
3089,4,4,34,1,2,184887
1884,2,1,19,9,0,568954
1372,4,2,31,2,1,658720
2997,2,4,13,9,1,427088
2637,4,1,24,7,1,734643
4023,3,4,5,9,0,609570
3167,1,4,23,3,1,532671
1943,3,2,19,1,2,549451
2785,1,3,1,1,0,375128
2173,3,3,33,6,2,741533
4294,3,1,33,7,1,323210
1591,2,1,32,9,1,430586
3015,5,1,28,6,0,119418
3891,4,2,12,5,2,127454
4008,4,3,9,2,0,398406
1846,4,1,11,2,2,205354
4319,1,1,33,8,1,740175
4439,4,4,19,1,0,307087
959,4,4,34,8,0,247583
1520,2,1,7,7,2,388822
2976,3,4,31,7,1,702199
3609,4,4,2,5,1,670056
3110,5,4,19,3,2,389095
3593,4,2,32,7,2,590662
1562,1,1,10,7,2,611262
4232,1,1,8,7,2,616202
2427,1,4,26,2,2,634302
4053,4,2,30,3,1,593635
3483,2,4,11,3,1,250087
2213,5,2,20,4,0,411273
2240,4,1,20,9,1,503397
2816,2,4,9,1,2,209832
816,2,1,8,7,1,276233
977,4,2,15,7,1,676391
718,4,3,34,4,1,137599
789,2,2,24,1,0,288238
3414,2,3,33,3,0,545713
969,2,1,27,5,2,134266
2401,4,1,21,2,2,515392
2796,2,4,5,7,0,709025
4347,1,3,21,7,1,319578
1251,4,2,4,5,1,336201
2482,1,1,16,6,0,531963
2111,3,3,31,1,2,303762
1369,4,2,26,4,1,78580
3021,3,3,6,4,2,69802
1380,2,2,33,8,1,161467
2316,2,2,21,2,2,424911
2807,5,2,16,1,1,522759
2998,2,2,34,7,2,720035
1911,3,3,15,6,2,205130
3959,2,3,6,5,2,240073
3539,4,4,2,8,0,262827
